,000300.SH,000905.SH,CBA00651.CS,CBA04031.CS,H11062.CSI,H11063.CSI,H11064.CSI,H11065.CSI
2006-07-11,1418.575,1561.843,116.8896,,99.18,224.49,213.04,175.93
2006-07-12,1419.199,1562.06,116.7774,,99.04,229.41,212.32,178.23
2006-07-13,1346.088,1459.778,116.7116,,98.31,223.76,206.91,179.88
2006-07-14,1357.129,1470.467,116.6171,,97.84,222.41,205.07,186.15
2006-07-17,1372.254,1494.793,116.8037,,97.65,226.21,206.39,187.15
2006-07-18,1373.416,1506.592,116.6346,,97.19,217.47,201.05,183.6
2006-07-19,1336.644,1472.354,116.5881,,97.14,207.26,199.41,181.9
2006-07-20,1345.194,1484.409,116.537,,97.42,208.36,198.92,183.0
2006-07-21,1356.033,1493.036,116.6057,,96.73,201.59,197.99,182.35
2006-07-24,1358.122,1496.607,116.3568,,96.9,197.92,198.2,179.77
2006-07-25,1374.17,1518.172,116.4505,,96.99,202.81,197.34,182.26
2006-07-26,1371.295,1523.863,116.3878,,96.65,200.36,190.74,178.11
2006-07-27,1355.545,1506.56,116.0907,,96.11,204.81,189.22,179.5
2006-07-28,1341.393,1492.114,116.4552,,95.83,206.82,189.4,181.51
2006-07-31,1294.328,1425.044,116.5013,,97.34,212.96,196.11,179.25
2006-08-01,1282.057,1408.902,116.4303,,96.52,214.99,194.54,180.69
2006-08-02,1275.088,1401.859,116.514,,96.85,212.54,196.88,182.54
2006-08-03,1271.744,1401.156,116.588,,96.92,220.49,194.22,181.81
2006-08-04,1241.908,1354.778,116.5955,,97.57,214.01,189.7,180.57
2006-08-07,1224.102,1323.726,116.6315,,96.55,218.25,189.57,183.16
2006-08-08,1252.386,1364.99,116.692,,95.89,215.85,188.6,182.46
2006-08-09,1251.298,1367.395,116.6453,,96.15,212.35,189.55,181.84
2006-08-10,1271.473,1391.144,116.7663,,96.26,220.63,193.66,182.99
2006-08-11,1275.654,1398.011,116.7675,,96.24,219.52,190.92,180.18
2006-08-14,1245.721,1356.848,116.8937,,95.43,214.12,183.98,175.73
2006-08-15,1265.863,1383.361,116.959,,96.06,211.92,183.7,174.4
2006-08-16,1283.567,1407.313,117.1569,,96.29,211.96,181.43,175.2
2006-08-17,1271.627,1395.718,117.1675,,96.75,213.37,180.04,171.47
2006-08-18,1267.866,1384.899,117.4011,,97.23,210.29,180.28,171.89
2006-08-21,1270.562,1392.969,116.8715,,97.09,210.15,177.02,174.96
2006-08-22,1285.268,1408.846,116.9214,,97.11,213.94,173.04,174.66
2006-08-23,1285.68,1403.578,116.9989,,97.37,213.52,171.05,172.44
2006-08-24,1292.401,1416.898,117.1758,,97.33,213.01,173.79,170.21
2006-08-25,1295.437,1421.095,117.1411,,97.06,212.96,171.35,170.89
2006-08-28,1325.894,1457.321,116.9759,,96.76,213.57,168.87,167.47
2006-08-29,1330.155,1456.44,117.1156,,96.54,213.3,164.05,164.75
2006-08-30,1334.671,1468.664,117.2831,,96.07,211.73,163.2,164.76
2006-08-31,1338.694,1479.9,117.3145,,96.64,211.81,161.78,166.18
2006-09-01,1318.099,1451.95,117.5433,,97.01,219.17,165.25,166.91
2006-09-04,1337.243,1484.443,117.4218,,96.37,223.55,159.22,159.47
2006-09-05,1340.682,1490.153,117.5076,,96.61,224.06,156.97,155.98
2006-09-06,1346.367,1497.005,117.7814,,97.67,232.44,153.28,153.84
2006-09-07,1328.377,1472.505,117.6482,,96.78,234.9,150.44,151.84
2006-09-08,1332.153,1473.922,117.6605,,97.39,231.88,150.81,150.4
2006-09-11,1338.755,1481.932,117.9065,,97.06,223.81,150.97,148.71
2006-09-12,1347.639,1487.741,117.8947,,97.04,219.19,156.41,153.2
2006-09-13,1338.386,1466.043,117.9947,,97.28,216.01,158.56,147.99
2006-09-14,1338.278,1467.796,117.9996,,98.03,222.36,161.54,152.35
2006-09-15,1362.322,1484.687,118.03,,98.44,216.35,161.68,151.3
2006-09-18,1375.563,1507.942,118.05,,99.04,218.1,164.78,154.64
2006-09-19,1378.309,1512.963,118.0781,,98.8,221.08,159.84,154.49
2006-09-20,1378.459,1517.29,118.4761,,98.45,216.24,156.48,147.97
2006-09-21,1387.37,1521.95,118.6235,,98.25,218.92,155.48,144.62
2006-09-22,1374.852,1509.385,119.032,,98.45,222.16,152.34,145.63
2006-09-25,1372.399,1514.277,119.2189,,97.65,220.42,151.52,140.53
2006-09-26,1357.646,1508.2,119.3339,,98.07,219.19,154.89,142.37
2006-09-27,1371.117,1522.45,119.2744,,98.11,221.86,156.8,143.96
2006-09-28,1387.002,1535.272,119.2505,,98.09,222.23,154.3,145.71
2006-09-29,1403.265,1550.803,119.4304,,98.59,223.59,158.46,146.56
2006-10-09,1436.074,1579.521,119.3614,,98.52,221.5,161.85,148.33
2006-10-10,1437.245,1588.806,119.5032,,99.6,220.76,159.24,147.66
2006-10-11,1435.906,1591.451,119.4919,,98.74,219.66,159.4,144.51
2006-10-12,1426.5,1567.291,119.6891,,98.85,221.05,160.54,144.83
2006-10-13,1430.882,1575.861,119.9424,,99.91,220.77,159.87,145.42
2006-10-16,1418.517,1567.085,120.1502,,101.08,221.13,162.15,148.91
2006-10-17,1414.448,1568.509,120.1224,,101.81,228.17,167.76,150.44
2006-10-18,1437.593,1588.59,120.1357,,100.84,225.36,165.54,147.88
2006-10-19,1439.377,1597.38,120.1445,,101.99,225.88,168.77,147.3
2006-10-20,1440.182,1587.902,120.3458,,101.73,225.87,170.5,149.17
2006-10-23,1408.715,1537.321,120.1664,,101.08,225.54,173.37,146.83
2006-10-24,1440.054,1577.086,120.1259,,101.65,222.63,171.25,145.6
2006-10-25,1446.825,1565.901,120.4354,,101.77,222.61,172.61,147.37
2006-10-26,1456.095,1556.69,120.3517,,101.63,224.04,171.94,151.37
2006-10-27,1439.05,1530.26,120.4042,,103.29,221.86,166.39,149.71
2006-10-30,1446.239,1527.216,120.5106,,104.41,220.03,162.57,149.31
2006-10-31,1464.473,1541.639,120.3785,,103.27,218.65,156.49,144.7
2006-11-01,1479.409,1548.518,120.4043,,103.46,219.98,157.98,145.29
2006-11-02,1479.656,1545.826,120.4504,,104.76,215.16,155.07,146.0
2006-11-03,1488.291,1549.655,120.4901,,104.7,213.16,154.1,145.99
2006-11-06,1507.891,1540.606,120.2467,,105.3,215.52,156.52,146.68
2006-11-07,1516.104,1525.649,120.2211,,105.25,216.76,157.09,149.11
2006-11-08,1498.173,1521.448,120.4736,,105.81,216.67,155.42,147.45
2006-11-09,1524.714,1537.862,120.36,,105.9,212.87,157.12,148.59
2006-11-10,1504.062,1498.871,120.4765,,105.41,214.15,159.35,149.55
2006-11-13,1475.779,1445.679,120.5751,,106.33,206.64,157.35,147.52
2006-11-14,1493.776,1461.716,120.4617,,105.58,203.65,151.9,143.99
2006-11-15,1534.762,1484.446,120.5577,,107.24,197.92,151.47,143.97
2006-11-16,1533.288,1462.675,120.4793,,109.08,201.03,150.96,144.44
2006-11-17,1562.084,1476.745,120.5527,,108.92,198.31,146.05,138.21
2006-11-20,1593.158,1466.653,120.3487,,111.39,199.08,144.44,138.26
2006-11-21,1612.249,1477.679,120.4067,,109.7,198.47,145.52,139.71
2006-11-22,1624.028,1500.813,119.6108,,110.64,203.38,145.64,141.68
2006-11-23,1634.914,1509.315,119.3987,,109.82,204.36,142.05,140.69
2006-11-24,1636.58,1532.019,119.3298,,110.17,209.89,138.82,139.75
2006-11-27,1651.801,1567.049,119.7854,,111.62,211.54,146.0,142.34
2006-11-28,1644.014,1577.179,120.3867,,111.08,209.58,146.52,141.7
2006-11-29,1667.142,1596.998,120.5245,,108.92,208.12,146.34,142.88
2006-11-30,1714.358,1623.816,120.5116,,109.56,208.33,147.66,144.28
2006-12-01,1729.224,1629.207,120.2592,,108.8,207.29,142.24,144.81
2006-12-04,1780.736,1663.197,120.3554,,107.98,208.39,144.24,147.18
2006-12-05,1794.231,1675.458,120.4559,,107.39,204.52,147.51,147.16
2006-12-06,1779.411,1649.139,120.7426,,106.75,207.25,146.31,146.71
2006-12-07,1775.714,1632.908,120.3376,,106.88,204.95,147.34,147.81
2006-12-08,1711.584,1571.183,119.7314,,106.96,204.07,151.95,150.62
2006-12-11,1789.924,1621.263,119.8583,,107.51,203.63,151.64,147.18
2006-12-12,1802.788,1626.586,119.9411,,108.21,204.83,152.51,146.09
2006-12-13,1803.856,1634.84,119.9264,,107.31,204.13,151.16,145.04
2006-12-14,1836.143,1662.266,119.9811,,108.26,201.73,152.21,145.29
2006-12-15,1867.636,1689.671,119.9582,,107.81,202.01,151.44,146.77
2006-12-18,1916.108,1717.225,120.0682,,107.22,201.58,152.92,146.83
2006-12-19,1921.444,1724.533,120.0602,,107.27,200.51,152.97,145.2
2006-12-20,1936.547,1756.002,120.0634,,107.38,200.84,156.81,146.46
2006-12-21,1908.985,1737.381,120.1463,,108.36,195.43,156.67,146.07
2006-12-22,1895.644,1728.396,120.0748,,108.63,189.49,162.08,146.15
2006-12-25,1939.104,1744.817,120.0511,,110.37,190.81,162.92,147.38
2006-12-26,1938.238,1726.777,120.0447,,110.74,191.56,166.11,148.91
2006-12-27,1982.877,1738.525,120.0005,,110.22,191.67,166.89,146.25
2006-12-28,1979.933,1704.724,120.1374,,110.98,193.93,167.92,146.0
2006-12-29,2041.047,1726.146,120.1954,,111.14,193.37,164.38,146.19
2007-01-04,2067.092,1723.686,120.3509,,107.85,185.29,158.91,139.42
2007-01-05,2072.883,1770.475,120.446,,108.69,181.51,155.03,134.13
2007-01-08,2131.556,1851.964,120.3877,,108.55,174.68,155.39,137.27
2007-01-09,2200.086,1891.871,120.5199,,107.89,177.14,161.96,137.37
2007-01-10,2255.966,1940.832,120.7009,,108.42,180.59,164.58,137.98
2007-01-11,2231.629,1952.236,120.7813,,108.89,180.45,165.73,136.0
2007-01-12,2173.747,1881.753,120.4992,,108.34,178.89,160.3,138.07
2007-01-15,2287.342,1986.539,120.6347,,112.15,179.22,167.28,138.9
2007-01-16,2353.874,2055.016,120.6623,,111.73,173.72,164.6,135.72
2007-01-17,2308.931,2035.651,120.664,,112.02,174.87,166.24,134.99
2007-01-18,2317.095,2085.403,120.5737,,112.35,176.58,166.98,134.71
2007-01-19,2396.093,2159.638,120.527,,111.13,171.94,164.05,132.41
2007-01-22,2491.313,2258.986,120.6099,,110.99,174.6,165.64,135.74
2007-01-23,2508.13,2261.785,120.7613,,111.5,174.16,168.71,134.77
2007-01-24,2536.428,2283.696,120.5958,,110.97,178.18,172.14,137.53
2007-01-25,2452.831,2174.239,120.5802,,111.39,178.64,173.28,137.38
2007-01-26,2512.922,2186.27,120.6385,,110.72,177.23,173.64,137.96
2007-01-29,2576.917,2260.596,120.5238,,111.09,179.05,179.43,140.62
2007-01-30,2551.884,2255.938,120.3824,,110.54,173.62,177.58,137.95
2007-01-31,2385.335,2142.891,120.2407,,111.78,175.09,179.59,141.36
2007-02-01,2395.172,2165.405,120.2117,,112.08,176.76,178.47,142.61
2007-02-02,2298.003,2127.104,120.2543,,112.06,175.42,173.15,145.04
2007-02-05,2271.797,2152.25,120.0605,,112.96,171.14,171.79,145.71
2007-02-06,2316.04,2198.239,120.1327,,113.17,171.91,174.42,146.52
2007-02-07,2369.787,2237.944,120.1329,,113.25,172.46,179.59,147.57
2007-02-08,2410.601,2278.445,120.1191,,112.68,171.01,177.3,145.72
2007-02-09,2397.245,2287.381,119.8842,,113.09,173.13,179.23,149.56
2007-02-12,2485.392,2341.072,119.8067,,112.82,175.43,179.74,147.31
2007-02-13,2522.63,2384.158,119.7754,,112.29,174.8,179.37,144.08
2007-02-14,2588.349,2435.959,120.0223,,112.64,179.12,180.12,144.74
2007-02-15,2668.633,2512.402,119.8004,,112.95,180.43,176.03,144.03
2007-02-16,2676.735,2541.409,119.7837,,113.8,181.96,179.98,143.46
2007-02-26,2707.676,2642.114,119.9619,,115.87,187.32,183.16,147.53
2007-02-27,2457.492,2405.574,119.909,,115.29,186.26,180.01,147.4
2007-02-28,2544.571,2513.533,119.9966,,114.85,187.03,174.53,146.26
2007-03-01,2473.544,2459.511,119.8494,,114.41,185.41,176.58,147.45
2007-03-02,2508.729,2503.677,119.7492,,114.43,185.03,176.15,148.76
2007-03-05,2475.606,2511.916,119.853,,114.03,179.72,170.79,146.95
2007-03-06,2520.293,2516.003,119.7175,,114.82,182.79,173.87,147.79
2007-03-07,2589.436,2580.597,119.7589,,114.44,183.01,171.63,149.77
2007-03-08,2627.63,2634.879,119.6659,,114.68,185.91,172.37,152.0
2007-03-09,2611.393,2638.047,119.6594,,114.1,184.39,173.33,151.32
2007-03-12,2616.172,2696.497,119.6794,,114.38,185.13,173.82,148.7
2007-03-13,2640.169,2727.455,119.7374,,114.51,186.72,173.05,150.01
2007-03-14,2597.357,2708.687,119.6358,,114.04,185.59,170.57,149.1
2007-03-15,2645.546,2760.844,119.1555,,114.43,187.53,171.01,149.52
2007-03-16,2604.226,2710.861,119.2848,,114.02,191.72,171.58,149.31
2007-03-19,2659.413,2751.477,118.8135,,114.43,190.02,172.0,150.27
2007-03-20,2672.771,2810.714,118.3983,,114.61,192.03,174.07,151.46
2007-03-21,2702.597,2859.006,118.515,,114.73,190.01,173.0,151.13
2007-03-22,2711.322,2861.146,118.7473,,114.49,191.15,174.19,153.98
2007-03-23,2716.266,2897.999,118.4122,,114.72,193.3,173.66,157.31
2007-03-26,2764.034,2989.051,118.4951,,114.27,193.77,176.29,158.53
2007-03-27,2784.023,3039.534,118.6013,,114.06,193.2,178.42,159.57
2007-03-28,2797.649,3004.295,118.4977,,114.28,191.92,179.25,163.08
2007-03-29,2783.305,2894.779,118.4102,,114.32,191.17,178.43,162.96
2007-03-30,2781.784,2926.064,118.4591,,114.94,193.8,182.57,168.47
2007-04-02,2850.107,2993.63,118.6359,,114.0,193.63,183.24,166.9
2007-04-03,2888.115,3042.461,118.6455,,114.85,195.37,182.76,166.43
2007-04-04,2911.821,3078.901,118.6409,,114.98,198.97,181.93,165.69
2007-04-05,2945.045,3133.142,118.6132,,114.5,199.97,180.73,169.44
2007-04-06,2972.008,3182.797,118.4841,,114.07,203.5,183.28,168.6
2007-04-09,3038.172,3240.302,117.9816,,114.82,208.55,187.75,171.24
2007-04-10,3081.568,3261.527,117.9662,,114.02,211.58,186.52,167.29
2007-04-11,3121.319,3309.745,118.0775,,113.93,209.58,189.88,169.18
2007-04-12,3176.437,3387.412,118.0602,,113.08,214.49,194.87,169.66
2007-04-13,3169.233,3358.632,117.7151,,112.33,210.42,191.88,174.73
2007-04-16,3255.998,3458.067,117.7356,,112.37,214.46,195.28,174.33
2007-04-17,3283.604,3558.216,117.263,,111.75,212.91,193.1,172.69
2007-04-18,3304.501,3649.714,116.8312,,110.29,220.31,193.52,169.34
2007-04-19,3150.303,3435.78,116.785,,110.56,215.09,185.41,166.9
2007-04-20,3289.282,3614.391,116.7434,,110.79,214.95,180.56,167.41
2007-04-23,3431.318,3782.256,116.7271,,111.07,213.23,176.92,168.08
2007-04-24,3445.196,3821.416,116.4712,,110.57,215.59,177.75,172.76
2007-04-25,3448.281,3805.046,116.5456,,111.13,210.42,171.78,170.52
2007-04-26,3493.581,3853.269,116.9147,,112.27,211.54,172.67,172.36
2007-04-27,3470.523,3845.813,116.946,,111.88,205.93,170.6,171.46
2007-04-30,3558.709,3903.689,117.1864,,111.83,211.61,171.6,173.25
2007-05-08,3686.03,4091.133,117.1945,,112.05,216.34,175.44,168.08
2007-05-09,3701.277,4099.126,117.1862,,113.01,216.79,172.34,169.29
2007-05-10,3724.51,4128.081,116.7786,,112.62,216.33,167.03,169.42
2007-05-11,3702.612,4109.403,116.328,,112.82,209.53,165.01,166.56
2007-05-14,3734.42,4133.826,116.2605,,114.23,208.79,164.69,169.18
2007-05-15,3604.636,3998.777,115.4207,,113.63,203.38,161.3,170.69
2007-05-16,3700.287,4118.139,114.9839,,114.26,205.07,167.47,172.73
2007-05-17,3778.605,4221.913,115.1499,,114.08,198.07,165.97,170.54
2007-05-18,3776.629,4235.185,115.2732,,114.28,192.67,167.7,172.85
2007-05-21,3831.443,4364.156,114.0586,,114.95,199.3,173.58,173.1
2007-05-22,3870.489,4459.813,113.51,,115.05,198.53,173.47,171.06
2007-05-23,3938.945,4582.306,113.4182,,114.98,194.86,172.38,168.4
2007-05-24,3919.748,4571.714,113.7131,,115.2,197.47,172.46,169.7
2007-05-25,3985.252,4649.857,113.5717,,115.45,193.78,170.52,168.93
2007-05-28,4072.578,4761.701,113.4388,,116.23,197.58,167.91,168.11
2007-05-29,4168.289,4853.643,113.2134,,115.06,197.54,163.38,165.71
2007-05-30,3886.459,4456.279,113.4825,,113.82,196.07,163.8,161.17
2007-05-31,3927.952,4267.781,113.5316,,114.75,200.1,164.27,161.31
2007-06-01,3803.954,3960.442,113.3166,,114.79,201.67,163.58,161.94
2007-06-04,3511.431,3618.688,112.9931,,115.18,199.89,164.99,164.11
2007-06-05,3634.633,3659.941,113.1216,,115.49,204.1,168.29,168.89
2007-06-06,3677.58,3736.931,112.9694,,115.56,203.35,167.4,169.39
2007-06-07,3802.304,3936.766,112.9951,,115.43,200.71,162.41,168.82
2007-06-08,3837.867,4002.868,113.0326,,114.63,198.4,160.71,167.77
2007-06-11,3931.862,4104.551,112.9238,,114.99,196.82,159.76,165.2
2007-06-12,4036.109,4218.436,112.2019,,114.1,195.66,157.04,166.18
2007-06-13,4118.268,4372.53,112.2331,,113.07,195.49,156.93,168.96
2007-06-14,4075.821,4311.975,111.7987,,113.42,195.02,156.94,170.41
2007-06-15,4099.381,4316.53,111.507,,113.21,195.04,155.44,172.78
2007-06-18,4227.569,4439.185,111.4008,,114.32,198.62,158.29,172.06
2007-06-19,4253.0,4529.033,111.245,,113.33,196.93,159.41,173.2
2007-06-20,4157.599,4396.218,111.0247,,112.87,197.53,156.04,170.27
2007-06-21,4197.28,4374.488,110.4251,,113.23,197.59,156.42,171.08
2007-06-22,4051.426,4123.215,110.8508,,112.62,196.71,156.41,169.62
2007-06-25,3877.59,3851.944,110.9436,,112.37,194.4,156.38,169.99
2007-06-26,3928.213,3928.703,111.0797,,111.16,193.29,155.6,170.95
2007-06-27,4040.484,4022.313,111.0626,,111.1,188.73,150.12,169.87
2007-06-28,3858.522,3757.978,110.8976,,111.28,192.79,149.25,172.15
2007-06-29,3764.078,3585.486,110.9503,,111.24,195.7,149.61,171.47
2007-07-02,3757.655,3644.79,110.8743,,113.11,196.24,149.52,173.62
2007-07-03,3832.227,3704.706,110.7764,,112.82,200.93,151.89,175.5
2007-07-04,3743.582,3622.518,110.9611,,112.16,198.92,150.74,174.41
2007-07-05,3537.435,3380.179,110.8017,,112.15,200.18,152.56,174.76
2007-07-06,3710.283,3591.377,110.9489,,112.74,198.99,148.68,175.05
2007-07-09,3821.302,3711.714,111.0477,,111.88,202.27,151.38,176.41
2007-07-10,3775.621,3606.187,110.7558,,111.24,201.15,150.66,175.58
2007-07-11,3789.874,3653.311,110.9112,,112.17,198.55,150.7,176.46
2007-07-12,3816.921,3671.175,110.9586,,113.38,199.77,151.22,177.51
2007-07-13,3820.124,3655.845,110.9069,,113.42,197.63,150.73,176.75
2007-07-16,3697.966,3532.064,111.0141,,113.47,198.39,152.32,178.6
2007-07-17,3789.651,3610.382,111.06,,112.85,197.02,151.33,175.57
2007-07-18,3807.574,3624.341,111.0808,,112.51,197.61,151.46,175.22
2007-07-19,3806.997,3640.282,111.0567,,112.26,200.08,152.36,177.45
2007-07-20,3971.884,3788.744,111.0008,,113.09,204.94,157.46,181.51
2007-07-23,4156.723,3984.788,110.8088,,112.68,208.22,156.9,181.59
2007-07-24,4161.352,3993.019,111.0349,,111.84,203.99,156.88,180.5
2007-07-25,4255.463,4106.826,112.2591,,112.0,204.25,157.3,178.6
2007-07-26,4303.185,4190.881,112.5237,,112.67,204.72,160.78,181.58
2007-07-27,4307.143,4269.767,112.6305,,112.08,203.34,159.49,180.31
2007-07-30,4410.297,4353.092,112.8642,,113.8,203.76,162.46,181.1
2007-07-31,4460.564,4403.584,112.5366,,114.81,205.99,162.47,180.98
2007-08-01,4290.477,4161.135,112.8252,,114.46,203.38,159.26,181.06
2007-08-02,4436.192,4336.811,113.0923,,115.13,203.96,160.62,180.64
2007-08-03,4598.379,4408.047,112.9697,,116.42,203.87,161.32,180.66
2007-08-06,4703.984,4504.344,112.5702,,117.31,199.49,158.83,178.87
2007-08-07,4724.547,4470.142,112.5019,,116.11,200.57,158.6,174.1
2007-08-08,4668.087,4395.427,112.4961,,116.79,200.34,158.52,174.79
2007-08-09,4777.286,4442.06,112.6507,,117.58,200.51,161.26,174.21
2007-08-10,4726.683,4348.811,112.8029,,118.03,197.13,158.99,172.9
2007-08-13,4721.192,4329.765,112.6135,,119.42,199.16,160.32,174.3
2007-08-14,4795.568,4436.206,112.633,,119.56,198.2,159.92,173.29
2007-08-15,4798.75,4412.795,112.5692,,119.2,196.67,156.51,173.55
2007-08-16,4721.942,4438.959,112.6924,,117.69,196.43,154.51,171.09
2007-08-17,4626.583,4390.883,112.9343,,115.93,190.27,150.69,168.44
2007-08-20,4885.427,4570.571,113.291,,117.7,194.21,153.28,168.64
2007-08-21,4972.711,4625.28,113.2367,,118.68,193.51,152.8,167.51
2007-08-22,5051.688,4685.058,113.7164,,118.39,194.31,153.04,165.76
2007-08-23,5135.93,4733.839,113.8052,,119.23,198.5,153.96,168.27
2007-08-24,5217.581,4742.953,113.6496,,119.11,197.15,152.66,167.34
2007-08-27,5243.147,4724.544,114.0658,,118.97,199.5,153.97,168.62
2007-08-28,5251.77,4729.791,113.8195,,120.4,197.76,155.33,170.63
2007-08-29,5171.822,4701.439,113.7377,,120.32,195.99,155.01,169.84
2007-08-30,5241.228,4843.707,113.8429,,121.85,198.21,156.68,172.28
2007-08-31,5296.813,4897.636,113.817,,122.95,199.33,160.42,172.72
2007-09-03,5419.169,5008.833,114.1684,,123.23,197.88,162.45,173.46
2007-09-04,5360.333,4980.529,114.1763,,123.24,197.82,163.34,172.53
2007-09-05,5363.251,5010.729,114.0826,,123.64,197.41,165.18,173.95
2007-09-06,5412.037,5065.515,113.892,,123.87,196.73,166.6,173.5
2007-09-07,5294.795,4939.231,113.7502,,124.27,197.65,166.53,171.24
2007-09-10,5377.222,5038.941,113.6968,,126.38,196.35,164.39,170.18
2007-09-11,5124.092,4718.312,113.1001,,126.22,197.51,164.18,172.72
2007-09-12,5202.856,4770.769,112.9708,,127.21,198.79,163.67,172.88
2007-09-13,5349.97,4872.661,112.9278,,127.0,198.33,164.64,175.84
2007-09-14,5397.278,4936.694,112.0802,,126.98,199.17,165.68,176.12
2007-09-17,5498.908,5047.597,111.6088,,129.2,199.65,168.41,174.55
2007-09-18,5476.839,5096.239,111.6388,,130.06,199.01,173.44,177.68
2007-09-19,5419.268,5029.101,111.6988,,128.32,201.36,175.42,178.35
2007-09-20,5494.915,5079.078,111.709,,128.13,201.8,174.56,177.05
2007-09-21,5468.098,5028.843,112.1344,,127.99,201.88,174.97,177.97
2007-09-24,5513.895,5054.73,112.0991,,127.21,202.38,178.2,177.96
2007-09-25,5454.615,5013.06,112.1617,,127.42,203.35,179.5,176.89
2007-09-26,5361.021,4932.521,112.5296,,128.86,202.12,177.21,176.03
2007-09-27,5427.657,4972.716,112.7217,,129.45,202.39,175.35,177.78
2007-09-28,5580.813,5083.65,112.9643,,129.51,203.97,176.93,179.3
2007-10-08,5653.136,5088.596,113.3209,,127.39,202.35,181.71,179.27
2007-10-09,5675.927,5141.892,113.3095,,128.39,199.54,180.47,176.81
2007-10-10,5685.759,5109.1,113.3016,,130.1,200.77,182.78,178.09
2007-10-11,5760.078,5005.498,113.3413,,129.62,200.92,182.45,183.73
2007-10-12,5737.221,4891.386,113.3758,,130.2,200.77,181.01,185.17
2007-10-15,5821.447,4890.596,113.3832,100.1547,131.55,202.5,182.59,186.8
2007-10-16,5877.202,4943.559,113.4237,100.1503,132.16,202.24,183.75,188.36
2007-10-17,5824.117,4929.536,112.8561,100.0375,130.88,200.25,182.12,187.07
2007-10-18,5615.747,4814.462,112.8325,99.9663,131.72,199.71,181.5,187.12
2007-10-19,5614.06,4813.952,112.7535,99.9373,132.56,199.39,180.17,185.57
2007-10-22,5472.677,4688.292,112.6341,99.952,130.87,196.22,174.37,182.72
2007-10-23,5540.09,4688.722,112.5685,99.927,131.91,196.59,175.66,184.76
2007-10-24,5588.014,4596.635,112.5823,99.9612,131.45,194.54,175.22,182.65
2007-10-25,5333.792,4251.497,112.5527,100.0434,130.48,193.08,175.99,185.54
2007-10-26,5394.807,4228.946,112.5634,100.019,132.06,195.52,181.9,188.98
2007-10-29,5508.357,4288.789,112.7036,100.113,134.96,196.84,186.07,194.28
2007-10-30,5596.068,4388.327,112.6859,100.2141,134.11,194.11,184.56,190.25
2007-10-31,5688.543,4550.183,112.6041,100.3132,133.28,194.2,184.08,188.69
2007-11-01,5605.232,4431.099,112.5499,100.2875,134.04,193.39,186.45,193.58
2007-11-02,5472.93,4329.631,112.5419,100.1817,133.33,191.88,184.25,192.59
2007-11-05,5360.305,4361.872,112.4239,100.2739,134.09,191.07,183.23,191.24
