,factor_0,factor_1,factor_2,factor_3,factor_4
2012-12-24,0.9200511358997616,1.0167822702113918,0.8964493609123242,1.0274381105331294,0.7116279402705846
2012-12-25,0.9223684767890534,1.0151140937727503,0.8970784886852723,1.027746100015952,0.7114566183270373
2012-12-26,0.924998197929952,1.01301835562306,0.8977572730665434,1.0280422706983,0.7117187715901822
2012-12-27,0.928174106379147,1.0106606524354473,0.8980863289534856,1.0279747114474351,0.7117678127614141
2012-12-28,0.9319339414107565,1.0075925094777207,0.8984927952975772,1.0283551250862086,0.7119076495338184
2012-12-31,0.9363533812101102,1.0039759810209876,0.8988062139315937,1.029673078442491,0.7122860882190962
2013-01-04,0.9405391477598578,1.0008627821342275,0.8992378483124412,1.0305533072189599,0.7131532584389216
2013-01-07,0.944384215343013,0.9968142203573598,0.9000003311384797,1.0313114140620854,0.7138365537751507
2013-01-08,0.9482708555220947,0.9930397883216323,0.9004413016176283,1.0320274031543903,0.7146210031845894
2013-01-09,0.9512079994162586,0.9898549022587302,0.9006923011359939,1.0332112890948282,0.7152079480325247
2013-01-10,0.9543792202304331,0.9865742052181016,0.9009113088916618,1.034943271917549,0.715421611708685
2013-01-11,0.9562630731276203,0.9841678691426514,0.901351537515438,1.036947510649239,0.7151037049732087
2013-01-14,0.9585820245320679,0.9811960903425083,0.9016505976545288,1.0383113552184637,0.715937037976884
2013-01-15,0.9608884090476681,0.9776434669024818,0.9020726575980075,1.0390402638667138,0.7168394936064033
2013-01-16,0.9630974389117124,0.9743437049762557,0.9023081409247656,1.038688636907103,0.7175783695117376
2013-01-17,0.9655960365673801,0.9711105264341108,0.9022508509150955,1.039163291673082,0.7183768341930172
2013-01-18,0.967804601039594,0.9684823748969785,0.9017125937265236,1.0403693646934915,0.719055842629209
2013-01-21,0.9694467123254807,0.9655595747573537,0.9013425295599848,1.042134388930018,0.7200531480275139
2013-01-22,0.9712853903254569,0.96305908934838,0.9005998892180602,1.043564885206848,0.7207500957951948
2013-01-23,0.9732859782684524,0.9605881599617304,0.8994939952650233,1.0446947655994536,0.7215016846553354
2013-01-24,0.9750660850947378,0.9586198481504499,0.89818707442438,1.046122286626773,0.7218081876264464
2013-01-25,0.9769743297491323,0.9566420181180041,0.8966927690657919,1.047643555385873,0.7218007404233185
2013-01-28,0.9791789122089867,0.9540719661716313,0.8954859107154595,1.0485518177965034,0.7219013551034678
2013-01-29,0.9812869363499614,0.9519697342001708,0.8942234593906494,1.0492048680398212,0.7219332919927709
2013-01-30,0.9835330280316662,0.9500018215038888,0.8927576034881978,1.0494157320767725,0.7216276232955865
2013-01-31,0.9858336925516777,0.9479904720835203,0.8914418725284964,1.049630595839566,0.7215852001680398
2013-02-01,0.9881541312421619,0.9459496435878422,0.8901412169711364,1.0491086642122034,0.7216007967978271
